🍄 Mycelia v7.3 loaded

======================================================================
🍄 MYCELIA FINAL TRAINING v8.0
   Stanford (30%) + FineWeb (70%) | No compression
======================================================================

📚 Loading tokenizer...
   Vocab: 151,643

🏗️ Building model...
   181,051,920 params on cuda:0

🔥 Scheduler: peak=3.00e-04 | min=1.00e-05 | warmup=100 | total=610,351

======================================================================
🏆 BEST CHECKPOINT
======================================================================
   ✅ Model loaded
   🔥 Warm-started input_pos

   📊 Resumed: step=1,219,000 | epoch=30 | loss=4.3306
   🏆 Best loss: 4.3306
   📈 Extended training plan: 2,327,649 total steps
   🚀 LR BURST: Injecting peak LR=3.00e-04 for 500 steps
   🔥 Scheduler reset: step=1219000 | LR=3.00e-04 | 📉 Annealing
   🚀 LR BURST ACTIVE: steps 1,219,000 → 1,219,500
   ✅ Optimizer restored

📖 Loading datasets...
   📥 Loading FineWeb chunks...
   📚 Loading 500 chunks...
      100 chunks (100,000,000 tokens, 0.40 GB)
      200 chunks (200,000,000 tokens, 0.80 GB)
      300 chunks (300,000,000 tokens, 1.20 GB)
      400 chunks (400,000,000 tokens, 1.60 GB)
      500 chunks (500,000,000 tokens, 2.00 GB)
   ✅ 500 arrays | 500,000,000 tokens | 2.00 GB
   ✅ Data ready

⏱️  Tracker: 8,192 tok/step | 10.0B total

======================================================================
🚀 EPOCH 31 — STEP 1,219,000
======================================================================

Training: 1219000it [00:00, ?it/s]   FCA: α_attn_eff=1.5375 α_ffn_eff=2.5371 φ_l=0.0368 scale=0.9878

⏱️  Step 1,219,000 | 620371899 tok/s | 9.99/10.0 GB | 100.0% | ETA N/A | Elapsed 0:00:16

📊 Step 1,219,000 | Loss: 5.0158 | LR: 3.00e-04 | 📉 Annealing 🚀 BURST
   Coherence: 0.9486 📈
   Friction: 🟢 HARMONIZED | early=0.85 late=1.78 Δ=-0.93
Training: 1219001it [00:16, 16.29s/it]   FCA: α_attn_eff=1.5375 α_ffn_eff=2.5371 φ_l=0.0368 scale=0.9878
Training: 1226483it [20:33,  7.20it/s]   FCA: α_attn_eff=1.5566 α_ffn_eff=2.5769 φ_l=0.0368 scale=0.9868
Training: 1226484it [20:33,  7.34it/s]   FCA: α_attn_eff=1.5595 α_ffn_eff=2.5818 φ_l=0.0368 scale=0.9887
Training: 1226485it [20:33,  7.40it/s]   FCA: α_attn_eff=1.5625 α_ffn_eff=2.5867 φ_l=0.0368 scale=0.9906
Training: 1226486it [20:33,  7.47it/s]   FCA: α_attn_eff=1.5625 α_ffn_eff=2.5867 φ_l=0.0368 scale=0.9906
Training: 1226487it [20:33,  7.50it/s]   FCA: α_attn_eff=1.5625 α_ffn_eff=2.5867 φ_l=0.0368 scale=0.9906
Training: 1226488it [20:33,  6.46it/s]   FCA: α_attn_eff=1.5670 α_ffn_eff=2.5942 φ_l=0.0368 scale=0.9934
Training: 1226489it [20:33,  6.91it/s]   FCA: α_attn_eff=1.5774 α_ffn_eff=2.6114 φ_l=0.0368 scale=1.0000
Training: 1226490it [20:34,  7.13it/s]   FCA: α_attn_eff=1.5537 α_ffn_eff=2.5721 φ_l=0.0368 scale=0.9849
Training: 1226491it [20:34,  7.28it/s]   FCA: α_attn_eff=1.5641 α_ffn_eff=2.5893 φ_l=0.0368 scale=0.9915
Training: 1226492it [20:34,  7.41it/s]   FCA: α_attn_eff=1.5745 α_ffn_eff=2.6064 φ_l=0.0368 scale=0.9981
Training: 1226493it [20:34,  7.48it/s]   FCA: α_attn_eff=1.5670 α_ffn_eff=2.5942 φ_l=0.0368 scale=0.9934
Training: 1226494it [20:34,  7.55it/s]   FCA: α_attn_eff=1.5611 α_ffn_eff=2.5843 φ_l=0.0368 scale=0.9897
Training: 1226495it [20:34,  7.59it/s]   FCA: α_attn_eff=1.5715 α_ffn_eff=2.6015 φ_l=0.0368 scale=0.9962
Training: 1226496it [20:34,  6.51it/s]   FCA: α_attn_eff=1.5568 α_ffn_eff=2.5771 φ_l=0.0368 scale=0.9868
Training: 1226497it [20:35,  6.96it/s]   FCA: α_attn_eff=1.5642 α_ffn_eff=2.5894 φ_l=0.0368 scale=0.9915
Training: 1226498it [20:35,  7.14it/s]   FCA: α_attn_eff=1.5642 α_ffn_eff=2.5894 φ_l=0.0368 scale=0.9915
Training: 1226499it [20:35,  7.30it/s]   FCA: α_attn_eff=1.5508 α_ffn_eff=2.5673 φ_l=0.0368 scale=0.9831
Training: 1226500it [20:35,  7.38it/s]   FCA: α_attn_eff=1.5523 α_ffn_eff=2.5697 φ_l=0.0368 scale=0.9840
Training: 1226501it [20:35,  7.47it/s]   FCA: α_attn_eff=1.5568 α_ffn_eff=2.5771 φ_l=0.0368 scale=0.9868
Training: 1226502it [20:35,  7.53it/s]   FCA: α_attn_eff=1.5360 α_ffn_eff=2.5427 φ_l=0.0368 scale=0.9737
Training: 1226503it [20:35,  7.58it/s]   FCA: α_attn_eff=1.5582 α_ffn_eff=2.5795 φ_l=0.0368 scale=0.9878
Training: 1226504it [20:36,  6.51it/s]   FCA: α_attn_eff=1.5301 α_ffn_eff=2.5330 φ_l=0.0368 scale=0.9699
Training: 1226505it [20:36,  6.90it/s]   FCA: α_attn_eff=1.5702 α_ffn_eff=2.5993 φ_l=0.0368 scale=0.9953
Training: 1226506it [20:36,  7.11it/s]   FCA: α_attn_eff=1.5672 α_ffn_eff=2.5944 φ_l=0.0368 scale=0.9934
Training: 1226507it [20:36,  7.22it/s]   FCA: α_attn_eff=1.5658 α_ffn_eff=2.5919 φ_l=0.0368 scale=0.9925
Training: 1226508it [20:36,  7.36it/s]   FCA: α_attn_eff=1.5613 α_ffn_eff=2.5846 φ_l=0.0368 scale=0.9897
Training: 1226509it [20:36,  7.44it/s]   FCA: α_attn_eff=1.5479 α_ffn_eff=2.5624 φ_l=0.0368 scale=0.9812
Training: 1226510it [20:36,  7.49it/s]   FCA: α_attn_eff=1.5658 α_ffn_eff=2.5919 φ_l=0.0368 scale=0.9925
Training: 1226511it [20:36,  7.55it/s]   FCA: α_attn_eff=1.5509 α_ffn_eff=2.5674 φ_l=0.0368 scale=0.9831
Training: 1226512it [20:37,  6.49it/s]   FCA: α_attn_eff=1.5584 α_ffn_eff=2.5797 φ_l=0.0368 scale=0.9878
Training: 1226513it [20:37,  6.91it/s]   FCA: α_attn_eff=1.5525 α_ffn_eff=2.5699 φ_l=0.0368 scale=0.9840
Training: 1226514it [20:37,  7.12it/s]   FCA: α_attn_eff=1.5584 α_ffn_eff=2.5797 φ_l=0.0368 scale=0.9878
Training: 1226515it [20:37,  7.24it/s]   FCA: α_attn_eff=1.5658 α_ffn_eff=2.5920 φ_l=0.0368 scale=0.9925
Training: 1226516it [20:37,  7.36it/s]   FCA: α_attn_eff=1.5480 α_ffn_eff=2.5625 φ_l=0.0368 scale=0.9812
Training: 1226517it [20:37,  7.47it/s]   FCA: α_attn_eff=1.5658 α_ffn_eff=2.5920 φ_l=0.0368 scale=0.9925
Training: 1226518it [20:37,  7.53it/s]   FCA: α_attn_eff=1.5614 α_ffn_eff=2.5847 φ_l=0.0368 scale=0.9897
Training: 1226519it [20:38,  7.58it/s]   FCA: α_attn_eff=1.5644 α_ffn_eff=2.5896 φ_l=0.0368 scale=0.9915
Training: 1226520it [20:38,  6.50it/s]   FCA: α_attn_eff=1.5629 α_ffn_eff=2.5872 φ_l=0.0368 scale=0.9906
Training: 1226521it [20:38,  6.95it/s]   FCA: α_attn_eff=1.5659 α_ffn_eff=2.5921 φ_l=0.0368 scale=0.9925
Training: 1226522it [20:38,  7.14it/s]   FCA: α_attn_eff=1.5481 α_ffn_eff=2.5626 φ_l=0.0368 scale=0.9812
Training: 1226523it [20:38,  7.30it/s]   FCA: α_attn_eff=1.5540 α_ffn_eff=2.5725 φ_l=0.0368 scale=0.9849
Training: 1226524it [20:38,  7.38it/s]   FCA: α_attn_eff=1.5689 α_ffn_eff=2.5970 φ_l=0.0368 scale=0.9944
Training: 1226525it [20:38,  7.43it/s]   FCA: α_attn_eff=1.5555 α_ffn_eff=2.5749 φ_l=0.0368 scale=0.9859
Training: 1226526it [20:39,  7.51it/s]   FCA: α_attn_eff=1.5629 α_ffn_eff=2.5872 φ_l=0.0368 scale=0.9906
Training: 1226527it [20:39,  7.53it/s]   FCA: α_attn_eff=1.5644 α_ffn_eff=2.5897 φ_l=0.0368 scale=0.9915
Training: 1226528it [20:39,  6.48it/s]   FCA: α_attn_eff=1.5660 α_ffn_eff=2.5922 φ_l=0.0368 scale=0.9925
Training: 1226529it [20:39,  6.89it/s]   FCA: α_attn_eff=1.5675 α_ffn_eff=2.5947 φ_l=0.0368 scale=0.9934
Training: 1226530it [20:39,  7.06it/s]   FCA: α_attn_eff=1.5259 α_ffn_eff=2.5259 φ_l=0.0368 scale=0.9671
Training: 1226531it [20:39,  7.20it/s]   FCA: α_attn_eff=1.5660 α_ffn_eff=2.5922 φ_l=0.0368 scale=0.9925
Training: 1226532it [20:39,  7.32it/s]   FCA: α_attn_eff=1.5704 α_ffn_eff=2.5996 φ_l=0.0368 scale=0.9953
Training: 1226533it [20:40,  7.38it/s]   FCA: α_attn_eff=1.5660 α_ffn_eff=2.5922 φ_l=0.0368 scale=0.9925
Training: 1226534it [20:40,  7.45it/s]   FCA: α_attn_eff=1.5511 α_ffn_eff=2.5676 φ_l=0.0368 scale=0.9831
Training: 1226535it [20:40,  7.48it/s]   FCA: α_attn_eff=1.5615 α_ffn_eff=2.5848 φ_l=0.0368 scale=0.9897
Training: 1226536it [20:40,  6.41it/s]   FCA: α_attn_eff=1.5645 α_ffn_eff=2.5898 φ_l=0.0368 scale=0.9915
Training: 1226537it [20:40,  6.81it/s]   FCA: α_attn_eff=1.5586 α_ffn_eff=2.5800 φ_l=0.0368 scale=0.9878
Training: 1226538it [20:40,  7.02it/s]   FCA: α_attn_eff=1.5497 α_ffn_eff=2.5652 φ_l=0.0368 scale=0.9821
Training: 1226539it [20:40,  7.17it/s]   FCA: α_attn_eff=1.5675 α_ffn_eff=2.5947 φ_l=0.0368 scale=0.9934
Training: 1226540it [20:41,  7.31it/s]   FCA: α_attn_eff=1.5586 α_ffn_eff=2.5800 φ_l=0.0368 scale=0.9878
Training: 1226541it [20:41,  7.37it/s]   FCA: α_attn_eff=1.5452 α_ffn_eff=2.5579 φ_l=0.0368 scale=0.9793
Training: 1226542it [20:41,  7.42it/s]   FCA: α_attn_eff=1.5630 α_ffn_eff=2.5873 φ_l=0.0368 scale=0.9906
Training: 1226543it [20:41,  7.47it/s]   FCA: α_attn_eff=1.5630 α_ffn_eff=2.5873 φ_l=0.0368 scale=0.9906
Training: 1226544it [20:41,  6.44it/s]   FCA: α_attn_eff=1.5527 α_ffn_eff=2.5702 φ_l=0.0368 scale=0.9840
Training: 1226545it [20:41,  6.86it/s]   FCA: α_attn_eff=1.5527 α_ffn_eff=2.5702 φ_l=0.0368 scale=0.9840
Training: 1226546it [20:41,  7.05it/s]   FCA: α_attn_eff=1.5497 α_ffn_eff=2.5653 φ_l=0.0368 scale=0.9821
Training: 1226547it [20:42,  7.20it/s]   FCA: α_attn_eff=1.5705 α_ffn_eff=2.5997 φ_l=0.0368 scale=0.9953
Training: 1226548it [20:42,  7.32it/s]   FCA: α_attn_eff=1.5690 α_ffn_eff=2.5972 φ_l=0.0368 scale=0.9944
Training: 1226549it [20:42,  7.39it/s]   FCA: α_attn_eff=1.5646 α_ffn_eff=2.5899 φ_l=0.0368 scale=0.9915
Training: 1226550it [20:42,  7.44it/s]   FCA: α_attn_eff=1.5690 α_ffn_eff=2.5972 φ_l=0.0368 scale=0.9944
Training: 1226551it [20:42,  7.50it/s]   FCA: α_attn_eff=1.5631 α_ffn_eff=2.5874 φ_l=0.0368 scale=0.9906
Training: 1226552it [20:42,  6.45it/s]   FCA: α_attn_eff=1.5631 α_ffn_eff=2.5875 φ_l=0.0368 scale=0.9906
Training: 1226553it [20:42,  6.87it/s]   FCA: α_attn_eff=1.5601 α_ffn_eff=2.5825 φ_l=0.0368 scale=0.9887
Training: 1226554it [20:43,  7.08it/s]   FCA: α_attn_eff=1.5765 α_ffn_eff=2.6096 φ_l=0.0368 scale=0.9991
Training: 1226555it [20:43,  7.24it/s]   FCA: α_attn_eff=1.5675 α_ffn_eff=2.5948 φ_l=0.0368 scale=0.9934
Training: 1226556it [20:43,  7.37it/s]   FCA: α_attn_eff=1.5675 α_ffn_eff=2.5948 φ_l=0.0368 scale=0.9934
Training: 1226557it [20:43,  7.46it/s]   FCA: α_attn_eff=1.5616 α_ffn_eff=2.5850 φ_l=0.0368 scale=0.9897
Training: 1226558it [20:43,  7.49it/s]   FCA: α_attn_eff=1.5616 α_ffn_eff=2.5850 φ_l=0.0368 scale=0.9897
Training: 1226559it [20:43,  7.55it/s]   FCA: α_attn_eff=1.5616 α_ffn_eff=2.5850 φ_l=0.0368 scale=0.9897
Training: 1226560it [20:43,  6.44it/s]   FCA: α_attn_eff=1.5453 α_ffn_eff=2.5580 φ_l=0.0368 scale=0.9793
Training: 1226561it [20:43,  6.88it/s]   FCA: α_attn_eff=1.5705 α_ffn_eff=2.5998 φ_l=0.0368 scale=0.9953
Training: 1226562it [20:44,  7.07it/s]   FCA: α_attn_eff=1.5616 α_ffn_eff=2.5850 φ_l=0.0368 scale=0.9897
Training: 1226563it [20:44,  7.24it/s]   FCA: α_attn_eff=1.5586 α_ffn_eff=2.5801 φ_l=0.0368 scale=0.9878
Training: 1226564it [20:44,  7.32it/s]   FCA: α_attn_eff=1.5572 α_ffn_eff=2.5777 φ_l=0.0368 scale=0.9868
Training: 1226565it [20:44,  7.41it/s]   FCA: α_attn_eff=1.5497 α_ffn_eff=2.5654 φ_l=0.0368 scale=0.9821
Training: 1226566it [20:44,  7.45it/s]   FCA: α_attn_eff=1.5557 α_ffn_eff=2.5752 φ_l=0.0368 scale=0.9859
Training: 1226567it [20:44,  7.47it/s]   FCA: α_attn_eff=1.5468 α_ffn_eff=2.5605 φ_l=0.0368 scale=0.9802
Training: 1226568it [20:44,  6.42it/s]   FCA: α_attn_eff=1.5616 α_ffn_eff=2.5851 φ_l=0.0368 scale=0.9897
Training: 1226569it [20:45,  6.88it/s]   FCA: α_attn_eff=1.5557 α_ffn_eff=2.5752 φ_l=0.0368 scale=0.9859
Training: 1226570it [20:45,  7.08it/s]   FCA: α_attn_eff=1.5616 α_ffn_eff=2.5851 φ_l=0.0368 scale=0.9897
Training: 1226571it [20:45,  7.24it/s]   FCA: α_attn_eff=1.5572 α_ffn_eff=2.5777 φ_l=0.0368 scale=0.9868
Training: 1226572it [20:45,  7.32it/s]   FCA: α_attn_eff=1.5542 α_ffn_eff=2.5728 φ_l=0.0368 scale=0.9849
Training: 1226573it [20:45,  7.43it/s]   FCA: α_attn_eff=1.5482 α_ffn_eff=2.5629 φ_l=0.0368 scale=0.9812
Training: 1226574it [20:45,  7.49it/s]   FCA: α_attn_eff=1.5631 α_ffn_eff=2.5875 φ_l=0.0368 scale=0.9906
Training: 1226575it [20:45,  7.52it/s]   FCA: α_attn_eff=1.5616 α_ffn_eff=2.5851 φ_l=0.0368 scale=0.9897
Training: 1226576it [20:46,  6.47it/s]   FCA: α_attn_eff=1.5616 α_ffn_eff=2.5851 φ_l=0.0368 scale=0.9897
Training: 1226577it [20:46,  6.93it/s]   FCA: α_attn_eff=1.5646 α_ffn_eff=2.5900 φ_l=0.0368 scale=0.9915
Training: 1226578it [20:46,  7.11it/s]   FCA: α_attn_eff=1.5572 α_ffn_eff=2.5777 φ_l=0.0368 scale=0.9868
Training: 1226579it [20:46,  7.22it/s]   FCA: α_attn_eff=1.5646 α_ffn_eff=2.5900 φ_l=0.0368 scale=0.9915
Training: 1226580it [20:46,  7.34it/s]   FCA: α_attn_eff=1.5720 α_ffn_eff=2.6023 φ_l=0.0368 scale=0.9962
Training: 1226581it [20:46,  7.45it/s]   FCA: α_attn_eff=1.5616 α_ffn_eff=2.5851 φ_l=0.0368 scale=0.9897
Training: 1226582it [20:46,  7.52it/s]   FCA: α_attn_eff=1.5601 α_ffn_eff=2.5826 φ_l=0.0368 scale=0.9887
Training: 1226583it [20:47,  7.53it/s]   FCA: α_attn_eff=1.5675 α_ffn_eff=2.5949 φ_l=0.0368 scale=0.9934
Training: 1226584it [20:47,  6.47it/s]   FCA: α_attn_eff=1.5646 α_ffn_eff=2.5900 φ_l=0.0368 scale=0.9915
Training: 1226585it [20:47,  6.93it/s]   FCA: α_attn_eff=1.5527 α_ffn_eff=2.5703 φ_l=0.0368 scale=0.9840
Training: 1226586it [20:47,  7.14it/s]   FCA: α_attn_eff=1.5646 α_ffn_eff=2.5900 φ_l=0.0368 scale=0.9915
Training: 1226587it [20:47,  7.26it/s]   FCA: α_attn_eff=1.5571 α_ffn_eff=2.5777 φ_l=0.0368 scale=0.9868
Training: 1226588it [20:47,  7.37it/s]   FCA: α_attn_eff=1.5601 α_ffn_eff=2.5826 φ_l=0.0368 scale=0.9887
Training: 1226589it [20:47,  7.44it/s]   FCA: α_attn_eff=1.5660 α_ffn_eff=2.5925 φ_l=0.0368 scale=0.9925
Training: 1226590it [20:48,  7.48it/s]   FCA: α_attn_eff=1.5571 α_ffn_eff=2.5777 φ_l=0.0368 scale=0.9868
Training: 1226591it [20:48,  7.54it/s]   FCA: α_attn_eff=1.5616 α_ffn_eff=2.5851 φ_l=0.0368 scale=0.9897
Training: 1226592it [20:48,  6.46it/s]   FCA: α_attn_eff=1.5601 α_ffn_eff=2.5827 φ_l=0.0368 scale=0.9887
Training: 1226593it [20:48,  6.91it/s]   FCA: α_attn_eff=1.5482 α_ffn_eff=2.5630 φ_l=0.0368 scale=0.9812
Training: 1226594it [20:48,  7.12it/s]   FCA: α_attn_eff=1.5453 α_ffn_eff=2.5581 φ_l=0.0368 scale=0.9793
Training: 1226595it [20:48,  7.27it/s]   FCA: α_attn_eff=1.5601 α_ffn_eff=2.5827 φ_l=0.0368 scale=0.9887
Training: 1226596it [20:48,  7.38it/s]   FCA: α_attn_eff=1.5512 α_ffn_eff=2.5679 φ_l=0.0368 scale=0.9831
Training: 1226597it [20:48,  7.47it/s]   FCA: α_attn_eff=1.5556 α_ffn_eff=2.5753 φ_l=0.0368 scale=0.9859
Training: 1226598it [20:49,  7.53it/s]   FCA: α_attn_eff=1.5438 α_ffn_eff=2.5556 φ_l=0.0368 scale=0.9784
Training: 1226599it [20:49,  7.56it/s]   FCA: α_attn_eff=1.5482 α_ffn_eff=2.5630 φ_l=0.0368 scale=0.9812
Training: 1226600it [20:49,  6.45it/s]   FCA: α_attn_eff=1.5527 α_ffn_eff=2.5704 φ_l=0.0368 scale=0.9840
Training: 1226601it [20:49,  6.85it/s]   FCA: α_attn_eff=1.5512 α_ffn_eff=2.5679 φ_l=0.0368 scale=0.9831
Training: 1226602it [20:49,  7.07it/s]   FCA: α_attn_eff=1.5705 α_ffn_eff=2.5999 φ_l=0.0368 scale=0.9953
Training: 1226603it [20:49,  7.23it/s]   FCA: α_attn_eff=1.5601 α_ffn_eff=2.5827 φ_l=0.0368 scale=0.9887
Training: 1226604it [20:49,  7.33it/s]   FCA: α_attn_eff=1.5571 α_ffn_eff=2.5778 φ_l=0.0368 scale=0.9868
Training: 1226605it [20:50,  7.44it/s]   FCA: α_attn_eff=1.5631 α_ffn_eff=2.5876 φ_l=0.0368 scale=0.9906
Training: 1226606it [20:50,  7.47it/s]   FCA: α_attn_eff=1.5571 α_ffn_eff=2.5778 φ_l=0.0368 scale=0.9868
Training: 1226607it [20:50,  7.51it/s]   FCA: α_attn_eff=1.5586 α_ffn_eff=2.5802 φ_l=0.0368 scale=0.9878
Training: 1226608it [20:50,  6.43it/s]   FCA: α_attn_eff=1.5586 α_ffn_eff=2.5802 φ_l=0.0368 scale=0.9878
Training: 1226609it [20:50,  6.87it/s]   FCA: α_attn_eff=1.5630 α_ffn_eff=2.5876 φ_l=0.0368 scale=0.9906
Training: 1226610it [20:50,  7.07it/s]   FCA: α_attn_eff=1.5601 α_ffn_eff=2.5827 φ_l=0.0368 scale=0.9887
Training: 1226611it [20:50,  7.20it/s]   FCA: α_attn_eff=1.5586 α_ffn_eff=2.5802 φ_l=0.0368 scale=0.9878
Training: 1226612it [20:51,  7.30it/s]   FCA: α_attn_eff=1.5705 α_ffn_eff=2.5999 φ_l=0.0368 scale=0.9953
Training: 1226613it [20:51,  7.41it/s]   FCA: α_attn_eff=1.5527 α_ffn_eff=2.5704 φ_l=0.0368 scale=0.9840
Training: 1226614it [20:51,  7.47it/s]   FCA: α_attn_eff=1.5660 α_ffn_eff=2.5925 φ_l=0.0368 scale=0.9925
Training: 1226615it [20:51,  7.46it/s]   FCA: α_attn_eff=1.5630 α_ffn_eff=2.5876 φ_l=0.0368 scale=0.9906
Training: 1226616it [20:51,  6.41it/s]   FCA: α_attn_eff=1.5526 α_ffn_eff=2.5704 φ_l=0.0368 scale=0.9840
Training: 1226617it [20:51,  6.85it/s]   FCA: α_attn_eff=1.5645 α_ffn_eff=2.5900 φ_l=0.0368 scale=0.9915
Training: 1226618it [20:51,  7.07it/s]   FCA: α_attn_eff=1.5571 α_ffn_eff=2.5777 φ_l=0.0368 scale=0.9868
Training: 1226619it [20:52,  7.20it/s]   FCA: α_attn_eff=1.5318 α_ffn_eff=2.5360 φ_l=0.0368 scale=0.9708
Training: 1226620it [20:52,  7.34it/s]   FCA: α_attn_eff=1.5660 α_ffn_eff=2.5925 φ_l=0.0368 scale=0.9925
Training: 1226621it [20:52,  7.44it/s]   FCA: α_attn_eff=1.5690 α_ffn_eff=2.5974 φ_l=0.0368 scale=0.9944
Training: 1226622it [20:52,  7.51it/s]   FCA: α_attn_eff=1.5526 α_ffn_eff=2.5704 φ_l=0.0368 scale=0.9840
Training: 1226623it [20:52,  7.51it/s]   FCA: α_attn_eff=1.5363 α_ffn_eff=2.5433 φ_l=0.0368 scale=0.9737
Training: 1226624it [20:52,  6.46it/s]   FCA: α_attn_eff=1.5630 α_ffn_eff=2.5876 φ_l=0.0368 scale=0.9906
Training: 1226625it [20:52,  6.89it/s]   FCA: α_attn_eff=1.5496 α_ffn_eff=2.5655 φ_l=0.0368 scale=0.9821
Training: 1226626it [20:53,  7.11it/s]   FCA: α_attn_eff=1.5585 α_ffn_eff=2.5802 φ_l=0.0368 scale=0.9878
Training: 1226627it [20:53,  7.24it/s]   FCA: α_attn_eff=1.5600 α_ffn_eff=2.5827 φ_l=0.0368 scale=0.9887
Training: 1226628it [20:53,  7.35it/s]   FCA: α_attn_eff=1.5585 α_ffn_eff=2.5802 φ_l=0.0368 scale=0.9878
Training: 1226629it [20:53,  7.42it/s]   FCA: α_attn_eff=1.5585 α_ffn_eff=2.5802 φ_l=0.0368 scale=0.9878
Training: 1226630it [20:53,  7.46it/s]   FCA: α_attn_eff=1.5496 α_ffn_eff=2.5655 φ_l=0.0368 scale=0.9821
Training: 1226631it [20:53,  7.49it/s]   FCA: α_attn_eff=1.5645 α_ffn_eff=2.5900 φ_l=0.0368 scale=0.9915
Training: 1226632it [20:53,  6.46it/s]   FCA: α_attn_eff=1.5570 α_ffn_eff=2.5778 φ_l=0.0368 scale=0.9868
Training: 1226633it [20:54,  6.89it/s]   FCA: α_attn_eff=1.5392 α_ffn_eff=2.5483 φ_l=0.0368 scale=0.9755
Training: 1226634it [20:54,  7.09it/s]   FCA: α_attn_eff=1.5659 α_ffn_eff=2.5925 φ_l=0.0368 scale=0.9925
Training: 1226635it [20:54,  7.26it/s]   FCA: α_attn_eff=1.5570 α_ffn_eff=2.5778 φ_l=0.0368 scale=0.9868
Training: 1226636it [20:54,  7.34it/s]   FCA: α_attn_eff=1.5615 α_ffn_eff=2.5851 φ_l=0.0368 scale=0.9897
Training: 1226637it [20:54,  7.43it/s]   FCA: α_attn_eff=1.5600 α_ffn_eff=2.5827 φ_l=0.0368 scale=0.9887
Training: 1226638it [20:54,  7.43it/s]   FCA: α_attn_eff=1.5659 α_ffn_eff=2.5925 φ_l=0.0368 scale=0.9925
Training: 1226639it [20:54,  7.50it/s]   FCA: α_attn_eff=1.5570 α_ffn_eff=2.5778 φ_l=0.0368 scale=0.9868
Training: 1226640it [20:55,  6.45it/s]   FCA: α_attn_eff=1.5540 α_ffn_eff=2.5728 φ_l=0.0368 scale=0.9849
Training: 1226641it [20:55,  6.88it/s]   FCA: α_attn_eff=1.5570 α_ffn_eff=2.5778 φ_l=0.0368 scale=0.9868
Training: 1226642it [20:55,  7.07it/s]   FCA: α_attn_eff=1.5674 α_ffn_eff=2.5950 φ_l=0.0368 scale=0.9934
Training: 1226643it [20:55,  7.21it/s]   FCA: α_attn_eff=1.5570 α_ffn_eff=2.5778 φ_l=0.0368 scale=0.9868
Training: 1226644it [20:55,  7.28it/s]   FCA: α_attn_eff=1.5674 α_ffn_eff=2.5950 φ_l=0.0368 scale=0.9934
Training: 1226645it [20:55,  7.40it/s]   FCA: α_attn_eff=1.5570 α_ffn_eff=2.5778 φ_l=0.0368 scale=0.9868
Training: 1226646it [20:55,  7.48it/s]   FCA: α_attn_eff=1.5555 α_ffn_eff=2.5753 φ_l=0.0368 scale=0.9859
Training: 1226647it [20:55,  7.51it/s]   FCA: α_attn_eff=1.5644 α_ffn_eff=2.5900 φ_l=0.0368 scale=0.9915
Training: 1226648it [20:56,  6.43it/s]   FCA: α_attn_eff=1.5347 α_ffn_eff=2.5409 φ_l=0.0368 scale=0.9727
Training: 1226649it [20:56,  6.86it/s]   FCA: α_attn_eff=1.5525 α_ffn_eff=2.5704 φ_l=0.0368 scale=0.9840
Training: 1226650it [20:56,  7.09it/s]   FCA: α_attn_eff=1.5554 α_ffn_eff=2.5753 φ_l=0.0368 scale=0.9859
Training: 1226651it [20:56,  7.20it/s]   FCA: α_attn_eff=1.5525 α_ffn_eff=2.5704 φ_l=0.0368 scale=0.9840
Training: 1226652it [20:56,  7.29it/s]   FCA: α_attn_eff=1.5554 α_ffn_eff=2.5753 φ_l=0.0368 scale=0.9859
Training: 1226653it [20:56,  7.35it/s]   FCA: α_attn_eff=1.5629 α_ffn_eff=2.5876 φ_l=0.0368 scale=0.9906
Training: 1226654it [20:56,  7.45it/s]   FCA: α_attn_eff=1.5406 α_ffn_eff=2.5507 φ_l=0.0368 scale=0.9765
Training: 1226655it [20:57,  7.50it/s]   FCA: α_attn_eff=1.5688 α_ffn_eff=2.5974 φ_l=0.0368 scale=0.9944
Training: 1226656it [20:57,  6.45it/s]   FCA: α_attn_eff=1.5658 α_ffn_eff=2.5925 φ_l=0.0368 scale=0.9925
Training: 1226657it [20:57,  6.90it/s]   FCA: α_attn_eff=1.5584 α_ffn_eff=2.5802 φ_l=0.0368 scale=0.9878
Training: 1226658it [20:57,  7.05it/s]   FCA: α_attn_eff=1.5599 α_ffn_eff=2.5827 φ_l=0.0368 scale=0.9887
Training: 1226659it [20:57,  7.18it/s]   FCA: α_attn_eff=1.5614 α_ffn_eff=2.5851 φ_l=0.0368 scale=0.9897
Training: 1226660it [20:57,  7.33it/s]   FCA: α_attn_eff=1.5480 α_ffn_eff=2.5630 φ_l=0.0368 scale=0.9812
Training: 1226661it [20:57,  7.44it/s]   FCA: α_attn_eff=1.5673 α_ffn_eff=2.5950 φ_l=0.0368 scale=0.9934
Training: 1226662it [20:58,  7.48it/s]   FCA: α_attn_eff=1.5688 α_ffn_eff=2.5974 φ_l=0.0368 scale=0.9944
Training: 1226663it [20:58,  7.53it/s]   FCA: α_attn_eff=1.5391 α_ffn_eff=2.5483 φ_l=0.0368 scale=0.9755
Training: 1226664it [20:58,  6.43it/s]   FCA: α_attn_eff=1.5643 α_ffn_eff=2.5901 φ_l=0.0368 scale=0.9915
Training: 1226665it [20:58,  6.85it/s]   FCA: α_attn_eff=1.5688 α_ffn_eff=2.5974 φ_l=0.0368 scale=0.9944
